SourceIP,SrcPort,DstIP,DstPort,AppId,octetTotalCount,octetTotalCount_reverse,packetTotalCount_vpn,packetTotalCount_reverse_vpn,durationSeconds
103.160.191.140,19482,34.120.208.123,443,443,1103,4282,13,11,0.191
103.199.205.132,45830,13.225.103.27,443,443,1676,8474,12,10,0.256
2401:4900:5814:1eca:0:29:cc35:8d01,56458,2a04:4e42:42::820,443,443,1876,6944,13,14,0.366
103.72.8.114,63593,79.127.235.28,443,443,4616,34270,28,33,20.261
223.239.26.214,43644,3.7.243.167,443,443,2962,5029,15,13,0.59
27.107.111.166,51450,185.234.69.181,443,443,5453,7125,13,12,28.979
18.66.63.99,443,103.59.75.201,48946,443,24924,416,18,8,2.942
117.96.42.25,16484,146.70.72.6,9150,443,4034,4619,80,79,2122.496
59.177.138.60,63459,99.86.30.65,443,443,740,2593,5,7,0.051
59.177.44.142,38256,199.232.23.52,443,443,2730,23855,21,29,0.399
182.156.215.70,9484,72.145.35.115,443,443,1833,3432,12,9,1.062
157.32.130.191,41254,108.157.238.3,443,443,2557,42315,32,36,1.61
27.107.1.170,41874,150.171.22.12,443,443,1712,6047,12,13,0.223
59.89.191.193,53664,13.225.103.69,443,443,1645,1223,10,8,0.288
103.97.105.147,42252,54.191.42.158,443,443,7589,16676,12,17,1.41
49.248.202.130,64864,13.89.179.11,443,443,2842,7042,9,10,1.022
2402:3a80:43a0:84ae:8003:ebff:fedd:bf,42418,2600:1901:0:8956::,443,443,2499,5117,18,17,25.293
103.8.37.230,47834,151.101.131.52,443,443,9462,172454,58,133,23.871
2402:3a80:4551:9540:0:27:c628:1a01,54316,2600:1901:0:8956::,443,443,3014,6163,23,27,63.705
117.96.40.141,19448,18.66.63.104,443,443,2485,35033,23,32,0.275
182.156.130.35,37044,35.186.224.35,443,443,1934,5586,12,12,1.494
106.196.32.247,1818,3.163.238.4,443,443,1057,4749,9,10,30.101
152.58.32.145,52364,18.161.125.116,443,443,2847,27553,29,27,3.722
110.224.19.233,10574,3.164.36.74,443,443,3025,36986,34,31,1.51
14.194.95.251,59110,20.50.201.201,443,443,19984,7540,24,19,1.099
106.200.158.165,3793,129.227.29.60,443,443,2019,7043,14,14,30.984
202.168.84.234,60632,54.192.142.104,443,443,1863,6019,14,13,2.302
27.107.106.194,50591,20.42.73.27,443,443,3907,5561,18,14,3.162
103.199.202.70,63934,108.158.61.27,443,443,2173,7039,15,15,1.131
106.200.166.244,6546,35.190.43.134,443,443,1534,12032,8,16,55.983
27.107.3.82,59381,207.211.169.85,8889,443,1918,5161,9,12,1.181
59.89.198.205,40986,35.190.118.8,443,443,1702,4693,13,15,0.235
106.196.63.205,17748,18.164.217.116,443,443,9310,907285,150,674,2.52
203.78.214.170,5700,20.190.146.32,443,443,3540,6536,17,10,0.821
27.107.63.78,65336,34.117.41.85,443,443,3131,4176,23,22,94.591
103.199.205.31,2232,3.108.65.246,443,443,6462410,104694,4595,1940,28.598
139.5.1.241,57546,108.158.243.194,443,443,2296,46522,27,37,1.118
172.69.219.144,12271,185.234.65.48,443,443,5767,112170,70,85,19.649
2401:4900:4821:1ce8:52bb:43e1:e9b5:c978,37012,2a04:4e42:5a::820,443,443,2890,9488,17,20,2.999
152.59.46.129,39459,54.230.27.63,443,443,1752,6713,14,13,0.46
27.107.73.162,62907,72.154.7.16,443,443,1888,3432,13,9,1.146
124.83.36.51,53475,139.84.134.34,443,443,573,5290,5,4,0.227
14.194.55.130,8484,3.163.238.4,443,443,933,499,8,6,30.088
152.58.56.193,48133,54.230.27.37,443,443,1962,8800,15,12,1.521
157.48.168.46,49440,18.155.49.51,443,443,2141,31977,24,30,2.26
8.209.88.41,443,59.153.18.193,42670,443,3786,3898,6,8,4.909
103.199.205.236,47401,108.158.245.120,443,443,13392,734301,235,505,23.752
117.96.43.223,9731,185.38.109.202,443,443,1005,424,9,8,49.546
117.96.42.92,3954,99.86.30.47,443,443,4533,87502,47,79,14.981
2401:4900:5948:a987:9c59:fff:fee6:392a,60346,2600:1901:0:8956::,443,443,3836,9786,30,28,0.765
117.96.41.209,25846,35.190.43.134,443,443,1414,6034,7,14,65.588
2401:4900:52f2:bbb9:1cf7:1164:3fc6:4384,60476,2406:da1a:f1f:6940:aa0f:c53a:e372:c6f3,443,443,12020,25435,72,63,255.283
117.237.12.199,5480,129.227.29.60,443,443,1898,8074,14,16,30.624
103.72.8.40,61751,94.26.73.19,4433,443,1546,1038,14,12,60.359
110.226.207.232,19772,168.119.8.74,443,443,657,9751,3,12,31.133
2401:4900:368a:8094:8cb8:7978:ecde:d391,49590,2a01:4f8:a0:8432::4,7043,443,10783,8566,14,14,0.997
2401:4900:52f3:44ad:3288:e5bd:a46e:6859,47850,2600:1901:0:8956::,443,443,2115,5420,15,19,24.482
223.186.151.198,6362,34.149.43.113,443,443,4494,1407,10,9,3.074
14.96.160.250,53427,72.145.35.112,443,443,1831,2420,12,8,1.056
182.69.180.183,13151,52.140.118.28,443,443,1255,4805,13,12,0.91
45.121.0.124,9991,52.140.118.28,443,443,1684,4817,12,12,0.794
182.156.131.12,36412,151.101.131.52,443,443,1385,4698,9,9,0.129
106.221.48.81,7816,3.163.238.4,443,443,16806,2321941,305,1715,2.666
103.208.68.171,1272,99.86.30.108,443,443,2302,14522,21,18,4.149
2401:4900:5951:4b98:f01e:63ff:fe69:bed3,53976,2600:9000:245b:3e00:11:c0cd:bec0:93a1,443,443,11188,184666,140,150,3.08
103.160.27.13,52218,3.233.158.114,443,443,3470,5527,14,11,2.436
103.199.205.42,6468,18.66.78.43,443,443,2799,49672,42,39,0.929
27.107.69.58,7550,172.232.127.39,443,443,16462,5382,19,13,0.207
180.151.57.232,54695,52.168.117.174,443,443,3270,5226,12,7,1.106
110.224.175.34,51052,13.227.249.28,443,443,1658,1710,12,5,21.218
129.227.29.115,443,110.224.166.31,55722,443,1806,717,5,5,30.482
115.160.221.98,54374,150.171.22.11,443,443,792,11052,8,11,0.053
111.93.191.106,35514,35.190.114.157,443,443,15244,2240,20,21,12.989
106.220.125.21,2609,47.236.68.154,443,443,1558,6275,12,10,30.921
117.207.58.5,49281,195.181.174.173,443,443,493,1355,5,3,0.494
2401:4900:52fc:5673:442b:e6ff:fed0:e593,38890,2a02:b48:8301::24,443,443,20699,1355501,251,1036,5.055
223.189.76.183,11772,188.42.126.140,443,443,809,13094,5,14,79.023
106.220.124.104,17646,35.190.118.8,443,443,3487,5348,18,20,28.057
27.59.147.38,9967,151.101.243.52,443,443,341788,10862480,4981,7553,32.189
152.59.46.70,42002,18.155.49.101,443,443,2641,68455,33,58,0.316
14.194.133.171,65110,40.104.116.50,443,443,1444,5637,7,5,0.441
27.62.219.30,4396,43.134.159.194,443,443,4769,1420,8,6,15.024
14.194.210.98,13086,20.190.175.152,443,443,3061,5217,11,10,0.07
14.194.54.182,63993,40.126.18.32,443,443,5182,4848,17,8,0.195
2401:4900:3688:a32e:2:1:bc92:4408,55464,2600:1901:0:8956::,443,443,1830,4909,12,14,0.081
45.127.45.116,5572,35.165.63.51,443,443,24179,4994,25,10,15.172
157.32.125.53,47436,13.32.251.103,443,443,1726,8614,12,11,1.3
103.173.148.5,10779,13.234.169.177,443,443,351077136,22374750,474230,283907,776070.084
27.0.216.103,43467,109.61.45.187,443,443,3180,1139,9,7,5.41
47.254.177.68,443,103.140.83.194,46202,443,3292,442,7,7,16.15
106.77.173.160,65300,34.54.122.72,443,443,993,7809,9,8,1.207
14.97.165.138,55714,20.207.100.22,8443,443,4411,5757,15,13,45.397
47.11.19.182,37598,18.155.49.51,443,443,4741,86145,74,72,0.551
117.195.228.164,44526,13.225.5.86,443,443,4380,68954,53,53,1.083
202.62.77.169,48892,18.161.246.3,443,443,1696,2703,8,7,0.406
49.43.224.158,45092,3.163.238.4,443,443,1109,4697,10,9,30.058
52.98.58.50,443,49.249.92.210,49435,443,19844,53425,147,176,1189.96
2401:4900:3688:ab5a:1:2:d362:e043,36226,2600:1901:0:8956::,443,443,1930,4909,13,14,0.111
2405:201:c011:4048:5f4c:e9d:130c:1ebb,41106,2600:9000:264e:2c00:b:23b5:9200:93a1,443,443,13735,496039,121,405,14.29
106.195.11.52,55586,34.149.43.113,443,443,3392,1446,9,8,4.423
106.200.170.14,2939,54.230.27.84,443,443,3130,96769,43,73,0.843
103.199.202.57,20010,165.154.114.49,443,443,614028,16362,438,222,1.397
103.191.204.147,41594,13.213.35.221,443,443,2020,3377,12,8,2.541
2409:4081:829a:d55a::213e:e8a0,52662,2600:9000:2572:b200:19:c3dd:8580:21,443,443,3856,54992,34,49,0.82
27.107.69.58,7257,172.232.127.22,443,443,1695,43517,15,34,0.706
223.185.56.36,7405,103.194.8.194,443,443,7207,14459,12,19,50.303
57.141.0.32,37308,103.194.8.49,443,443,527,4312,4,4,1.097
14.195.142.166,55850,52.123.168.147,443,443,3614,7946,10,10,0.842
27.59.147.17,10935,35.244.196.182,443,443,2946,4386,22,25,71.38
104.132.16.20,48553,131.229.221.146,8081,443,8808,25286,28,38,6.187
111.93.153.10,61721,52.123.129.14,443,443,1692,9980,13,11,0.279
103.208.68.200,53829,172.240.45.70,443,443,4152,6141,16,18,61.241
120.60.17.33,46210,18.161.246.71,443,443,3161,56050,38,42,17.476
113.11.41.61,53354,148.113.9.95,443,443,138787,37463,665,664,3018.477
117.201.96.132,49585,3.0.88.151,443,443,1512,906,9,8,0.461
182.156.244.214,39641,52.123.131.14,443,443,6214,10033,17,20,0.627
115.160.212.134,55150,80.65.208.223,27017,443,2093,4337,11,9,0.096
223.239.27.128,60319,199.232.169.155,443,443,25452,1246089,470,935,2.35
2401:4900:3600:733c:2:1:86d9:4767,38438,2600:9000:2579:fa00:10:af61:9240:21,443,443,5720,79605,44,70,27.775
106.196.40.181,15386,108.158.245.5,443,443,7778,174944,114,144,1.158
14.195.207.234,6242,96.45.46.46,853,443,5941,6054,12,10,0.046
111.93.76.130,45088,72.145.35.113,443,443,1537,2883,9,7,0.878
202.81.155.54,50551,51.116.253.168,443,443,3940,7899,16,16,65.89
115.117.118.202,60357,72.153.5.137,443,443,1792,3433,12,9,1.468
106.200.174.34,6512,3.254.238.163,443,443,44846,7411,45,26,3.896
113.11.87.101,6539,148.113.16.95,443,443,8063,10785,135,134,596.79
194.119.5.93,32138,52.178.17.2,443,443,2376,5471,10,8,0.652
103.76.232.152,9156,52.168.117.169,443,443,2088,5279,8,7,1.44
223.188.248.173,47470,129.227.29.91,443,443,1698,43552,14,43,60.113
103.160.27.29,49606,106.54.143.220,8607,443,6889,6047,14,15,3.129
157.32.131.33,41580,18.155.33.9,443,443,2874,61339,32,51,0.585
117.213.3.164,36422,35.186.224.22,443,443,1116,5876,9,11,29.953
182.156.235.154,64431,148.113.16.46,443,443,21454,11449,211,204,1801.258
59.183.159.61,1536,34.111.24.1,443,443,975,1042,7,5,6.093
119.2.118.111,14076,151.101.38.73,443,443,5011,5471,53,53,326.994
103.199.205.104,50440,52.123.253.67,443,443,1392,10718,10,11,1.087
103.138.171.148,55197,148.113.8.189,443,443,61809,75303,1411,1428,7248.904
106.200.158.215,6174,129.227.29.60,443,443,1903,7994,14,14,59.924
182.156.142.154,38320,108.159.35.72,443,443,48584,8135056,816,5530,37.49
34.49.135.191,443,58.84.61.167,27644,443,2080,4567,7,8,29.843
2402:3a80:478f:63bf:10f7:60ff:feb2:c713,47322,2600:1901:0:8956::,443,443,2644,5233,20,18,26.691
106.220.124.191,15860,54.179.33.185,443,443,7280,6400,24,20,64.04
115.160.223.122,50118,54.86.61.88,443,443,1775,5630,11,13,0.855
117.235.130.124,45702,8.209.68.6,443,443,3890,5351,13,12,1.74
103.134.248.99,63172,52.110.14.144,443,443,4034,9572,12,13,0.385
119.82.125.250,55962,107.22.215.239,443,443,21960,6882,31,21,16.599
27.107.4.4,36345,52.182.143.214,443,443,745,4709,7,5,0.514
49.37.26.237,61228,44.234.156.254,443,443,25252,8316,348,99,4207.95
152.59.49.202,28895,18.155.49.123,443,443,17667,4327,27,26,68.164
36.255.211.146,50829,217.217.114.81,89,443,2193,581,5,5,0.593
2401:4900:4821:7d66:1:2:d1c4:f9cf,53218,2600:1901:0:8956::,443,443,2429,5159,21,17,2.772
103.197.75.210,11548,65.21.194.164,443,443,1120,2057,9,6,2.36
14.98.4.234,57045,52.108.230.2,443,443,20550530,9826120,24349,13190,16240.277
14.195.129.254,64593,68.178.166.137,8443,443,1992,362,6,5,0.157
49.42.240.164,49930,18.155.56.24,443,443,12204,256511,210,207,0.745
106.198.22.246,12168,35.190.118.8,443,443,2122,4902,15,17,25.215
152.57.252.121,49500,108.157.238.103,443,443,2095,36417,21,33,0.443
106.208.28.46,61302,129.227.29.102,443,443,1868,8518,13,14,28.969
117.237.6.109,32629,34.36.192.126,443,443,1600,2858,9,8,0.299
101.0.63.64,10191,131.229.221.123,8081,443,578,6664,6,6,0.075
139.5.11.89,24608,170.106.114.94,799,443,53674,4159,45,30,4.157
14.194.11.110,23750,52.65.50.110,1345,443,1008,5204,9,14,2.853
117.240.205.200,41944,18.66.78.98,443,443,2110,65449,31,50,0.13
103.160.27.31,53903,13.216.168.201,443,443,1041,4145,7,7,1.091
59.99.201.129,53662,15.206.134.53,443,443,12086,1899,14,10,0.383
157.50.132.164,45438,54.230.27.115,443,443,1852,6044,14,11,1.685
2401:4900:4821:7d66:1:2:d1c4:f9cf,53220,2600:1901:0:8956::,443,443,2063,4961,16,15,2.77
202.149.219.86,63588,20.189.172.32,443,443,1657,5400,9,10,1.173
103.79.183.102,56515,148.113.8.188,443,443,130233,162424,2842,2819,15076.68
223.180.188.136,3441,44.202.21.53,443,443,1859,4734,9,9,1.445
157.32.122.85,38586,108.157.238.19,443,443,3702,65088,54,53,1.406
14.195.142.106,36794,3.142.137.145,443,443,1436,5542,8,12,5.12
117.235.34.21,60664,68.233.115.217,443,443,1630,6541,10,10,0.188
115.160.223.246,60331,52.73.45.185,443,443,30051,9350,53,47,307.47
103.93.199.163,48092,3.223.194.130,443,443,2345,6346,16,14,2.072
103.96.43.125,47804,94.26.73.47,4433,443,1546,1078,14,13,60.594
103.84.81.83,65269,18.159.78.84,443,443,4590,8083,14,15,0.816
103.208.68.93,12473,13.235.138.199,443,443,9600,5367,15,11,0.155
121.241.104.7,2582,34.120.213.187,443,443,48984,28256,846,523,12573.111
117.96.41.12,13740,3.7.243.167,443,443,1915,4786,13,10,0.457
157.32.117.119,53174,18.155.49.105,443,443,2407,32199,28,29,5.39
106.196.35.95,14296,155.102.1.29,443,443,1666,31276,18,32,5.321
42.105.156.154,26798,35.190.118.8,443,443,1200,4333,14,13,5.069
14.96.208.122,39066,163.116.221.39,443,443,1348,5906,10,13,0.275
14.96.211.218,59607,3.132.228.113,443,443,13961,6283,26,23,121.579
117.96.40.94,25940,72.145.35.105,443,443,1792,3392,12,8,1.242
103.146.242.183,45130,65.1.11.39,443,443,1476,5511,13,12,0.155
110.235.236.66,55056,69.147.224.39,443,443,3354,5909,7,8,17.308
106.195.2.191,35977,129.227.29.106,443,443,2255,7963,13,13,30.32
106.215.199.204,8565,3.163.238.4,443,443,6925,116637,81,102,13.645
117.243.250.6,49437,148.113.9.59,443,443,251204,90190,1548,1511,12069.942
14.97.94.22,21151,3.221.61.122,443,443,3288,5526,13,11,1.144
202.2.201.9,9028,52.123.129.14,443,443,6969,10196,17,15,0.344
157.32.140.152,40114,18.155.33.116,443,443,3688,6218,14,12,2.335
106.198.16.65,4770,3.6.53.107,8443,443,1708,6142,13,15,1.912
117.237.4.242,49922,146.75.3.52,443,443,118116,5716513,1806,4410,21.415
103.199.205.180,46610,13.225.103.6,443,443,1675,8563,12,10,0.318
223.185.201.149,57699,98.98.225.207,443,443,2242,5442,10,15,33.557
157.66.107.2,2742,72.154.7.109,443,443,1918,2421,13,8,1.137
139.5.10.105,56471,72.154.7.96,443,443,1796,3432,12,9,1.542
59.183.72.54,34769,40.99.204.130,993,443,2738,12522,32,24,5.016
103.208.68.32,35309,51.94.107.125,443,443,3979,1066,12,10,4.867
139.5.1.190,8554,108.158.245.124,443,443,2600,32287,30,30,0.181
103.210.101.215,10960,129.227.198.51,443,443,8157,181113,145,146,2.396
117.96.43.198,14746,54.250.31.229,443,443,3561,3225,15,12,58.38
117.96.41.87,12408,18.164.202.106,443,443,2706,58602,34,51,4.901
139.5.1.220,36458,18.143.50.246,5229,443,1391,5868,12,9,0.318
203.78.214.170,8236,3.120.196.152,443,443,1242,5439,10,10,11.073
203.78.214.170,7952,52.123.129.14,443,443,7528,10838,15,16,0.957
202.149.219.114,58928,52.108.36.38,443,443,35662,19883,44,36,9.903
154.84.245.58,55492,129.227.29.67,443,443,23699,9364,29,29,5.241
2402:8100:24ea:9d3f:7ddb:be0b:37f8:3686,45154,2600:1901:0:8956::,443,443,1853,4803,14,14,40.599
223.185.207.47,42798,108.159.15.125,443,443,2094,6652,14,13,0.846
14.96.153.226,56588,52.111.243.5,443,443,1270,8952,8,8,0.742
157.48.174.24,41746,18.155.49.62,443,443,2425,35501,24,31,0.586
223.189.78.10,2016,3.109.75.248,9443,443,1429,6306,13,12,0.065
47.11.18.138,36390,3.163.238.4,443,443,1237,4801,12,11,30.24
1.187.227.43,14064,35.244.195.33,443,443,889,5237,7,13,41.881
27.122.61.208,64357,80.225.239.96,443,443,1524,5211,10,11,0.512
2401:4900:368c:d5d0:19e:2a7a:12d:4d6b,11736,2603:1063:27:1::14,443,443,1784,10258,10,12,0.932
111.118.251.246,59118,52.123.226.31,443,443,589,7193,6,6,0.366
106.196.63.51,59450,13.225.103.53,443,443,2594,7633,16,17,1.434
117.207.208.130,34016,13.225.95.181,443,443,2120,6355,13,13,8.983
223.237.58.21,51378,34.49.183.82,443,443,2075,3775,11,10,31.52
14.96.198.114,57646,52.182.143.210,443,443,101651,7708,82,57,2.407
103.97.104.59,61949,81.169.145.94,443,443,1838,6296,12,12,3.752
27.107.111.106,23688,150.171.73.16,443,443,4189,773407,44,555,10.839
2401:4900:5af8:fcdc:d59a:1b4:b71:655,50955,2603:1046:c04:1402::2,443,443,4465,15932,21,34,1.765
103.76.232.169,54516,52.104.125.53,443,443,3472,8733,10,9,0.797
27.122.61.62,17512,20.52.64.200,443,443,2826,5213,13,12,2.206
106.195.0.90,45636,3.6.167.101,443,443,2874,5083,14,14,3.41
59.91.189.164,51588,129.227.29.60,443,443,2019,8416,15,15,30.843
117.250.213.109,27077,129.227.29.100,443,443,2266,9655,9,12,21.079
106.220.115.33,11288,129.227.29.67,443,443,657,12542,3,13,61.982
42.105.138.244,26952,35.190.118.8,443,443,2047,5092,18,20,44.503
223.237.57.249,2789,68.183.245.242,443,443,1693,4073,8,8,0.52
106.195.6.0,42270,15.206.228.252,443,443,28168,1840000,673,1282,1.98
122.248.163.178,5002,104.208.16.95,443,443,2862,6922,8,7,1.352
103.210.134.121,60440,35.170.8.6,443,443,2086,10241,13,21,5.103
103.208.68.253,14959,20.106.86.13,443,443,1779,4734,12,11,1.75
106.195.15.142,50912,35.190.118.8,443,443,3543,5346,19,20,27.72
45.119.31.122,54611,65.1.150.122,8883,443,1515,5291,17,15,0.3
157.32.125.163,43730,54.230.27.27,443,443,2661,9676,17,13,4.15
223.185.202.45,31180,18.161.246.82,443,443,2093,6960,14,14,1.04
152.59.6.99,50250,54.230.27.121,443,443,2001,6960,12,14,1.23
157.32.120.47,36060,108.157.238.102,443,443,3442,58405,49,48,0.421
103.199.200.252,2451,52.193.205.131,443,443,1805,8179,14,12,3.592
27.122.61.76,5851,23.97.56.169,443,443,1392,5302,11,11,0.546
2401:4900:5948:8294::221:4ff9,56372,2600:1901:0:8956::,443,443,4296,10394,31,36,25.225
2401:4900:531d:ff5f:f3c4:6cfc:bfb3:fe13,51338,2600:1901:0:8956::,443,443,2131,4893,18,14,5.089
14.97.199.46,39248,35.81.145.255,443,443,2537,2126,9,7,18.821
111.93.102.34,59636,44.196.72.148,443,443,20124,4129,21,14,1.098
103.109.144.14,58063,20.93.72.182,443,443,4807,8064,14,17,10.834
103.109.144.11,31916,35.197.16.243,443,443,71975,97180,1758,1753,2401.057
2401:4900:3681:de69:2:1:d2a3:312d,54064,2600:1901:0:8956::,443,443,1926,5014,14,14,1.034
14.194.177.174,52402,54.192.151.4,443,443,2375,33084,22,26,0.257
14.140.239.190,50788,52.168.112.66,443,443,4966,7599,17,12,3.729
152.58.24.151,61600,54.230.27.98,443,443,3217,8474,20,23,11.97
117.196.89.83,52866,72.153.5.61,443,443,1062,3432,10,9,2.12
118.103.138.107,50006,52.202.243.148,443,443,2060,6546,12,14,2.639
2401:4900:16be:22c6:1:2:9752:68e5,40192,2603:1063:5:116::365:7ea3,443,443,4704,105429,48,81,7.301
165.225.124.242,14327,74.112.186.156,443,443,1612,5239,14,13,162.004
106.206.53.221,16826,47.245.87.219,443,443,2124,6367,22,17,8.044
223.239.26.102,13652,108.158.245.5,443,443,2589,55909,32,48,0.311
117.195.0.128,43554,13.225.103.21,443,443,3448,58534,49,46,0.547
117.96.43.96,15951,146.75.117.155,443,443,22035,485188,346,391,14.635
103.160.27.96,47502,3.17.7.179,443,443,2081,5125,9,8,1.182
27.59.160.120,5783,3.254.239.162,443,443,55469,19661,68,45,20.726
106.196.42.16,1372,13.225.103.127,443,443,8662,216238,132,172,0.357
106.196.62.33,62154,13.225.103.53,443,443,5502,15760,37,42,24.96
223.176.115.230,40849,35.186.236.207,443,443,1630,6045,13,12,0.975
223.176.112.188,44899,68.183.245.242,443,443,1853,4201,11,10,0.965
223.186.74.22,9721,34.49.82.22,443,443,2684,30681,30,28,26.749
14.96.160.90,55781,20.190.145.140,443,443,39796,28415,44,41,6.286
157.35.73.203,43654,18.155.49.98,443,443,2536,31861,31,29,0.455
152.58.56.27,51127,3.163.238.4,443,443,1009,800,8,7,30.102
115.160.209.42,53895,52.98.252.66,443,443,67892,75368,159,176,564.412
20.42.73.31,443,103.24.183.163,50022,443,5014,4348,8,10,3.726
106.200.186.172,14084,129.227.29.116,443,443,5445,1651,14,11,6.077
27.107.3.58,61029,44.218.9.48,443,443,2284,4864,7,8,0.645
43.198.187.83,29948,139.84.134.149,15208,443,2112,4691,18,13,30.706
59.184.1.24,51477,13.202.49.149,9001,443,4370,8877,12,14,0.169
104.208.16.92,443,119.82.126.34,57111,443,7095,1833,5,5,0.554
180.151.119.17,44066,13.107.213.72,443,443,1246,10987,7,11,0.104
157.48.169.166,48706,54.230.27.33,443,443,1674,8765,12,11,0.54
2001:4490:4861:3989:61e3:99d3:3347:1dcc,34054,2600:1901:0:8956::,443,443,2261,5053,17,16,25.368
157.35.74.73,42072,18.155.33.58,443,443,5910,174208,74,132,3.23
203.189.176.11,52923,52.123.131.14,443,443,1401,7664,9,14,1.024
103.199.207.35,37583,52.123.226.35,443,443,2671,47454,26,36,0.185
45.127.44.108,26540,13.209.191.160,443,443,29789,874104,470,615,50.598
117.247.29.215,63351,148.113.8.189,6568,443,50515,61978,1181,1174,10249.927
117.213.127.90,56293,148.113.16.123,80,443,5066,4668,80,63,593.84
223.185.206.141,41025,13.200.79.3,443,443,2464,8230,18,18,32.409
103.76.232.152,47956,40.119.249.228,443,443,1761,4836,12,11,0.44
59.96.192.167,50476,79.141.165.142,443,443,707,3049,7,11,0.537
137.59.65.10,42264,44.234.113.198,443,443,2220,5552,18,16,7.309
139.5.10.178,35364,107.21.205.233,443,443,4965,6008,23,20,68.439
117.96.41.93,5362,3.163.238.4,443,443,24456,563119,343,526,5.772
27.147.228.71,49277,148.113.17.95,443,443,62542,72933,1345,1352,7240.551
2402:3a80:3dd:fb6e::3a40:81eb,47550,2600:1901:0:8956::,443,443,2120,5125,15,17,25.46
103.203.73.101,3212,18.155.49.90,443,443,199562,681486,513,610,46.416
106.217.222.30,34388,157.245.145.86,443,443,1259,5788,14,13,6.879
59.178.197.32,40830,35.190.118.8,443,443,2518,2722,16,15,25.184
42.105.153.189,55534,34.36.192.126,443,443,2852,570,9,6,31.406
223.185.201.20,40886,4.153.72.49,443,443,2849,6809,12,14,14.816
45.121.2.11,8194,129.227.29.60,443,443,2003,8041,14,14,30.356
111.93.251.45,57292,52.123.129.14,443,443,29597,7288,52,52,70.086
117.96.41.210,30278,185.38.109.201,443,443,924,380,9,7,49.294
157.32.139.48,60734,18.155.49.98,443,443,2558,64261,32,53,0.56
106.195.2.66,40386,18.161.122.184,443,443,8785,10788,21,21,70.083
14.195.132.82,49173,52.203.239.94,443,443,56479,55235,966,756,7891.124
157.50.93.146,17353,18.155.47.13,443,443,3672,6086,16,13,3.78
223.239.26.109,25955,129.227.29.139,443,443,1892,8287,16,16,30.819
